athlete_id,date,duration_minutes,intensity_rpe,session_load,soreness,has_prior_injury
ATH_001_CON,2025-11-02 12:59:47.800230,92.1,6.1,560.5,3.5,False
ATH_001_CON,2025-11-03 12:59:47.800230,118.7,6.3,742.3,4.9,False
ATH_001_CON,2025-11-04 12:59:47.800230,79.8,8.4,667.6,5.1,False
ATH_001_CON,2025-11-05 12:59:47.800230,72.3,6.6,478.9,2.9,False
ATH_001_CON,2025-11-06 12:59:47.800230,0.0,0.0,0.0,1.3,False
ATH_001_CON,2025-11-07 12:59:47.800230,87.4,5.5,481.8,5.9,False
ATH_001_CON,2025-11-08 12:59:47.800230,61.8,4.2,262.0,0.0,False
ATH_001_CON,2025-11-09 12:59:47.800230,70.4,7.2,509.3,4.2,False
ATH_001_CON,2025-11-10 12:59:47.800230,65.6,7.3,481.5,3.7,False
ATH_001_CON,2025-11-11 12:59:47.800230,40.4,7.7,311.9,4.2,False
ATH_001_CON,2025-11-12 12:59:47.800230,61.7,8.9,551.5,5.5,False
ATH_001_CON,2025-11-13 12:59:47.800230,48.2,5.7,276.0,6.5,False
ATH_001_CON,2025-11-14 12:59:47.800230,0.0,0.0,0.0,0.7,False
ATH_001_CON,2025-11-15 12:59:47.800230,0.0,0.0,0.0,0.2,False
ATH_001_CON,2025-11-16 12:59:47.800230,0.0,0.0,0.0,0.3,False
ATH_001_CON,2025-11-17 12:59:47.800230,78.0,5.3,416.2,4.3,False
ATH_001_CON,2025-11-18 12:59:47.800230,89.3,7.5,666.0,7.8,False
ATH_001_CON,2025-11-19 12:59:47.800230,72.1,4.0,286.5,2.5,False
ATH_001_CON,2025-11-20 12:59:47.800230,0.0,0.0,0.0,1.2,False
ATH_001_CON,2025-11-21 12:59:47.800230,66.5,4.4,295.0,4.1,False
ATH_001_CON,2025-11-22 12:59:47.800230,38.0,3.6,138.0,3.6,False
ATH_001_CON,2025-11-23 12:59:47.800230,0.0,0.0,0.0,1.9,False
ATH_001_CON,2025-11-24 12:59:47.800230,63.7,4.8,302.7,1.9,False
ATH_001_CON,2025-11-25 12:59:47.800230,63.5,3.0,190.1,7.3,False
ATH_001_CON,2025-11-26 12:59:47.800230,50.2,7.0,350.1,3.6,False
ATH_001_CON,2025-11-27 12:59:47.800230,91.9,6.1,564.3,4.6,False
ATH_001_CON,2025-11-28 12:59:47.800230,0.0,0.0,0.0,0.0,False
ATH_001_CON,2025-11-29 12:59:47.800230,87.0,2.1,186.4,3.0,False
ATH_001_CON,2025-11-30 12:59:47.800230,82.6,4.7,385.7,6.8,False
ATH_001_CON,2025-12-01 12:59:47.800230,47.5,5.8,274.3,3.5,False
ATH_001_CON,2025-12-02 12:59:47.800230,43.6,5.7,246.6,4.9,False
ATH_001_CON,2025-12-03 12:59:47.800230,49.7,8.1,403.7,1.9,False
ATH_001_CON,2025-12-04 12:59:47.800230,0.0,0.0,0.0,1.0,False
ATH_001_CON,2025-12-05 12:59:47.800230,66.7,6.0,401.6,3.5,False
ATH_001_CON,2025-12-06 12:59:47.800230,67.7,5.3,358.7,8.6,False
ATH_001_CON,2025-12-07 12:59:47.800230,47.9,4.8,228.5,6.5,False
ATH_001_CON,2025-12-08 12:59:47.800230,30.0,4.1,124.2,1.1,False
ATH_001_CON,2025-12-09 12:59:47.800230,74.1,3.9,288.1,1.9,False
ATH_001_CON,2025-12-10 12:59:47.800230,62.8,7.1,444.0,4.5,False
ATH_001_CON,2025-12-11 12:59:47.800230,54.5,8.5,463.6,1.2,False
ATH_001_CON,2025-12-12 12:59:47.800230,72.0,5.8,417.8,4.5,False
ATH_001_CON,2025-12-13 12:59:47.800230,48.9,4.8,234.6,2.8,False
ATH_001_CON,2025-12-14 12:59:47.800230,74.7,5.4,405.0,6.8,False
ATH_001_CON,2025-12-15 12:59:47.800230,49.9,6.9,343.5,2.9,False
ATH_001_CON,2025-12-16 12:59:47.800230,36.6,8.6,316.5,1.0,False
ATH_001_CON,2025-12-17 12:59:47.800230,42.9,3.3,141.6,4.7,False
ATH_001_CON,2025-12-18 12:59:47.800230,75.9,2.5,187.6,0.0,False
ATH_001_CON,2025-12-19 12:59:47.800230,0.0,0.0,0.0,1.5,False
ATH_001_CON,2025-12-20 12:59:47.800230,47.3,3.8,179.1,5.7,False
ATH_001_CON,2025-12-21 12:59:47.800230,0.0,0.0,0.0,1.6,False
ATH_001_CON,2025-12-22 12:59:47.800230,90.5,5.3,475.6,2.3,False
ATH_001_CON,2025-12-23 12:59:47.800230,0.0,0.0,0.0,2.0,False
ATH_001_CON,2025-12-24 12:59:47.800230,61.6,6.2,383.9,1.9,False
ATH_001_CON,2025-12-25 12:59:47.800230,37.4,8.2,306.5,7.5,False
ATH_001_CON,2025-12-26 12:59:47.800230,0.0,0.0,0.0,0.4,False
ATH_001_CON,2025-12-27 12:59:47.800230,84.4,5.4,457.7,5.5,False
ATH_001_CON,2025-12-28 12:59:47.800230,49.9,5.8,287.1,3.2,False
ATH_001_CON,2025-12-29 12:59:47.800230,86.1,5.1,436.1,3.6,False
ATH_001_CON,2025-12-30 12:59:47.800230,63.0,6.3,397.0,0.6,False
ATH_001_CON,2025-12-31 12:59:47.800230,81.6,5.5,452.0,0.8,False
ATH_001_CON,2026-01-01 12:59:47.800230,81.5,4.0,329.5,7.7,False
ATH_001_CON,2026-01-02 12:59:47.800230,0.0,0.0,0.0,1.5,False
ATH_001_CON,2026-01-03 12:59:47.800230,63.9,4.4,279.0,3.7,False
ATH_001_CON,2026-01-04 12:59:47.800230,36.2,6.4,230.2,2.8,False
ATH_001_CON,2026-01-05 12:59:47.800230,74.9,5.9,445.2,7.0,False
ATH_001_CON,2026-01-06 12:59:47.800230,38.8,5.4,209.7,4.5,False
ATH_001_CON,2026-01-07 12:59:47.800230,80.7,8.3,671.0,1.7,False
ATH_001_CON,2026-01-08 12:59:47.800230,68.5,8.3,569.8,5.7,False
ATH_001_CON,2026-01-09 12:59:47.800230,43.3,6.8,296.1,5.7,False
ATH_001_CON,2026-01-10 12:59:47.800230,60.9,5.9,359.9,0.4,False
ATH_001_CON,2026-01-11 12:59:47.800230,0.0,0.0,0.0,1.9,False
ATH_001_CON,2026-01-12 12:59:47.800230,68.8,6.6,457.4,3.9,False
ATH_001_CON,2026-01-13 12:59:47.800230,86.4,6.2,535.6,4.4,False
ATH_001_CON,2026-01-14 12:59:47.800230,0.0,0.0,0.0,1.9,False
ATH_001_CON,2026-01-15 12:59:47.800230,52.6,5.4,286.0,3.6,False
ATH_001_CON,2026-01-16 12:59:47.800230,33.5,5.1,169.7,1.4,False
ATH_001_CON,2026-01-17 12:59:47.800230,76.4,3.6,278.7,2.6,False
ATH_001_CON,2026-01-18 12:59:47.800230,45.6,4.8,219.9,5.2,False
ATH_001_CON,2026-01-19 12:59:47.800230,60.5,4.6,278.0,5.6,False
ATH_001_CON,2026-01-20 12:59:47.800230,0.0,0.0,0.0,1.6,False
ATH_001_CON,2026-01-21 12:59:47.800230,0.0,0.0,0.0,0.7,False
ATH_001_CON,2026-01-22 12:59:47.800230,59.8,2.7,163.1,5.3,False
ATH_001_CON,2026-01-23 12:59:47.800230,0.0,0.0,0.0,1.5,False
ATH_001_CON,2026-01-24 12:59:47.800230,76.3,7.1,542.6,2.5,False
ATH_001_CON,2026-01-25 12:59:47.800230,64.0,4.1,260.7,1.5,False
ATH_001_CON,2026-01-26 12:59:47.800230,49.0,5.9,291.3,4.0,False
ATH_001_CON,2026-01-27 12:59:47.800230,48.6,7.0,341.3,3.2,False
ATH_001_CON,2026-01-28 12:59:47.800230,0.0,0.0,0.0,1.9,False
ATH_002_AGG,2025-10-01 12:59:47.800693,71.1,6.9,491.0,7.0,False
ATH_002_AGG,2025-10-02 12:59:47.800693,105.8,10.0,1058.3,3.3,False
ATH_002_AGG,2025-10-03 12:59:47.800693,102.6,9.1,934.7,4.4,False
ATH_002_AGG,2025-10-04 12:59:47.800693,86.9,5.6,488.3,6.9,False
ATH_002_AGG,2025-10-05 12:59:47.800693,86.8,8.0,695.5,2.2,False
ATH_002_AGG,2025-10-06 12:59:47.800693,113.5,10.0,1135.0,8.4,False
ATH_002_AGG,2025-10-07 12:59:47.800693,111.7,7.6,854.1,4.0,False
ATH_002_AGG,2025-10-08 12:59:47.800693,128.5,10.0,1284.9,8.8,False
ATH_002_AGG,2025-10-09 12:59:47.800693,62.9,1.2,78.3,3.8,False
ATH_002_AGG,2025-10-10 12:59:47.800693,146.3,5.7,839.4,7.5,False
ATH_002_AGG,2025-10-11 12:59:47.800693,87.4,9.8,860.7,7.1,False
ATH_002_AGG,2025-10-12 12:59:47.800693,137.3,10.0,1373.3,6.9,False
ATH_002_AGG,2025-10-13 12:59:47.800693,105.1,8.7,918.6,5.0,False
ATH_002_AGG,2025-10-14 12:59:47.800693,106.7,8.1,863.4,7.9,False
ATH_002_AGG,2025-10-15 12:59:47.800693,52.7,8.9,467.4,6.5,False
ATH_002_AGG,2025-10-16 12:59:47.800693,96.7,10.0,966.6,6.4,False
ATH_002_AGG,2025-10-17 12:59:47.800693,148.6,10.0,1485.9,5.0,False
ATH_002_AGG,2025-10-18 12:59:47.800693,83.2,9.0,749.1,6.9,False
ATH_002_AGG,2025-10-19 12:59:47.800693,81.6,10.0,816.0,5.8,False
ATH_002_AGG,2025-10-20 12:59:47.800693,57.0,7.6,435.4,3.4,False
ATH_002_AGG,2025-10-21 12:59:47.800693,124.8,10.0,1247.9,10.0,False
ATH_002_AGG,2025-10-22 12:59:47.800693,98.2,7.0,689.5,10.0,False
ATH_002_AGG,2025-10-23 12:59:47.800693,50.0,8.8,441.1,5.5,False
ATH_002_AGG,2025-10-24 12:59:47.800693,45.0,8.2,367.1,5.8,False
ATH_002_AGG,2025-10-25 12:59:47.800693,0.0,0.0,0.0,0.4,False
ATH_002_AGG,2025-10-26 12:59:47.800693,111.3,7.4,821.7,7.8,False
ATH_002_AGG,2025-10-27 12:59:47.800693,53.6,6.5,347.3,9.1,False
ATH_002_AGG,2025-10-28 12:59:47.800693,93.8,5.0,467.4,10.0,False
ATH_002_AGG,2025-10-29 12:59:47.800693,74.1,9.6,708.5,8.1,False
ATH_002_AGG,2025-10-30 12:59:47.800693,100.3,10.0,1003.1,5.9,False
ATH_002_AGG,2025-10-31 12:59:47.800693,180.0,7.0,1261.5,9.7,False
ATH_002_AGG,2025-11-01 12:59:47.800693,114.9,6.6,763.4,5.9,False
ATH_002_AGG,2025-11-02 12:59:47.800693,180.0,7.5,1354.4,5.2,False
ATH_002_AGG,2025-11-03 12:59:47.800693,131.7,10.0,1317.1,5.7,False
ATH_002_AGG,2025-11-04 12:59:47.800693,80.0,9.1,731.7,6.7,False
ATH_002_AGG,2025-11-05 12:59:47.800693,72.1,9.7,702.0,4.4,False
ATH_002_AGG,2025-11-06 12:59:47.800693,131.3,10.0,1313.3,8.1,False
ATH_002_AGG,2025-11-07 12:59:47.800693,133.3,8.8,1173.0,10.0,False
ATH_002_AGG,2025-11-08 12:59:47.800693,77.2,5.8,448.8,7.3,False
ATH_002_AGG,2025-11-09 12:59:47.800693,79.9,10.0,799.2,5.8,False
ATH_002_AGG,2025-11-10 12:59:47.800693,0.0,0.0,0.0,1.9,False
ATH_002_AGG,2025-11-11 12:59:47.800693,157.9,8.3,1316.4,10.0,False
ATH_002_AGG,2025-11-12 12:59:47.800693,96.1,5.1,492.7,3.7,False
ATH_002_AGG,2025-11-13 12:59:47.800693,0.0,0.0,0.0,0.1,False
ATH_002_AGG,2025-11-14 12:59:47.800693,45.3,10.0,453.4,8.7,False
ATH_002_AGG,2025-11-15 12:59:47.800693,0.0,0.0,0.0,0.8,False
ATH_002_AGG,2025-11-16 12:59:47.800693,98.7,9.3,916.9,6.4,False
ATH_002_AGG,2025-11-17 12:59:47.800693,78.1,8.8,686.7,6.8,False
ATH_002_AGG,2025-11-18 12:59:47.800693,89.8,9.1,816.0,5.1,False
ATH_002_AGG,2025-11-19 12:59:47.800693,112.2,4.1,456.3,5.1,False
ATH_002_AGG,2025-11-20 12:59:47.800693,0.0,0.0,0.0,0.5,False
ATH_002_AGG,2025-11-21 12:59:47.800693,48.6,7.7,372.7,4.2,False
ATH_002_AGG,2025-11-22 12:59:47.800693,78.7,5.6,440.0,0.8,False
ATH_002_AGG,2025-11-23 12:59:47.800693,87.1,3.5,308.4,4.9,False
ATH_002_AGG,2025-11-24 12:59:47.800693,70.2,5.5,384.6,5.2,False
ATH_002_AGG,2025-11-25 12:59:47.800693,138.1,6.5,904.0,9.2,False
ATH_002_AGG,2025-11-26 12:59:47.800693,90.9,9.1,830.1,6.1,False
ATH_002_AGG,2025-11-27 12:59:47.800693,0.0,0.0,0.0,0.1,False
ATH_002_AGG,2025-11-28 12:59:47.800693,75.9,9.5,718.8,5.8,False
ATH_002_AGG,2025-11-29 12:59:47.800693,132.1,8.1,1068.3,10.0,False
ATH_002_AGG,2025-11-30 12:59:47.800693,95.1,10.0,951.1,3.4,False
ATH_002_AGG,2025-12-01 12:59:47.800693,0.0,0.0,0.0,0.2,False
ATH_002_AGG,2025-12-02 12:59:47.800693,137.6,7.7,1055.4,10.0,False
ATH_002_AGG,2025-12-03 12:59:47.800693,117.3,10.0,1173.5,7.4,False
ATH_002_AGG,2025-12-04 12:59:47.800693,106.9,10.0,1069.1,9.0,False
ATH_002_AGG,2025-12-05 12:59:47.800693,60.0,8.6,516.3,4.1,False
ATH_002_AGG,2025-12-06 12:59:47.800693,97.8,8.9,866.5,10.0,False
ATH_002_AGG,2025-12-07 12:59:47.800693,115.9,4.8,554.1,3.7,False
ATH_002_AGG,2025-12-08 12:59:47.800693,89.6,10.0,895.9,6.3,False
ATH_002_AGG,2025-12-09 12:59:47.800693,64.0,5.8,371.7,2.4,False
ATH_002_AGG,2025-12-10 12:59:47.800693,65.3,4.4,289.4,2.8,False
ATH_002_AGG,2025-12-11 12:59:47.800693,79.0,10.0,789.7,8.5,False
ATH_002_AGG,2025-12-12 12:59:47.800693,134.4,7.4,987.6,4.9,False
ATH_002_AGG,2025-12-13 12:59:47.800693,99.3,4.9,485.7,1.9,False
ATH_002_AGG,2025-12-14 12:59:47.800693,123.8,9.9,1228.5,7.3,False
ATH_002_AGG,2025-12-15 12:59:47.800693,147.8,10.0,1478.4,8.9,False
ATH_002_AGG,2025-12-16 12:59:47.800693,65.4,5.8,378.8,1.2,False
ATH_002_AGG,2025-12-17 12:59:47.800693,91.1,5.4,493.7,8.4,False
ATH_002_AGG,2025-12-18 12:59:47.800693,76.2,6.9,527.1,3.6,False
ATH_002_AGG,2025-12-19 12:59:47.800693,95.4,5.1,486.5,6.8,False
ATH_002_AGG,2025-12-20 12:59:47.800693,119.1,5.5,661.1,6.3,False
ATH_002_AGG,2025-12-21 12:59:47.800693,0.0,0.0,0.0,1.2,False
ATH_002_AGG,2025-12-22 12:59:47.800693,68.0,5.6,378.9,7.0,False
ATH_002_AGG,2025-12-23 12:59:47.800693,40.7,8.6,351.2,2.9,False
ATH_002_AGG,2025-12-24 12:59:47.800693,75.7,10.0,757.5,4.6,False
ATH_002_AGG,2025-12-25 12:59:47.800693,108.4,7.7,837.0,3.0,False
ATH_002_AGG,2025-12-26 12:59:47.800693,144.1,10.0,1441.0,8.2,False
ATH_002_AGG,2025-12-27 12:59:47.800693,133.7,10.0,1337.4,7.8,False
ATH_002_AGG,2025-12-28 12:59:47.800693,180.0,6.4,1152.0,10.0,False
ATH_002_AGG,2025-12-29 12:59:47.800693,0.0,0.0,0.0,0.3,False
ATH_002_AGG,2025-12-30 12:59:47.800693,119.9,10.0,1199.1,4.6,False
ATH_002_AGG,2025-12-31 12:59:47.800693,75.1,7.8,584.2,6.1,False
ATH_002_AGG,2026-01-01 12:59:47.800693,136.1,9.9,1341.9,2.3,False
ATH_002_AGG,2026-01-02 12:59:47.800693,113.1,10.0,1130.9,8.1,False
ATH_002_AGG,2026-01-03 12:59:47.800693,65.3,7.3,474.1,10.0,False
ATH_002_AGG,2026-01-04 12:59:47.800693,89.3,8.5,756.3,7.5,False
ATH_002_AGG,2026-01-05 12:59:47.800693,102.6,9.6,980.4,10.0,False
ATH_002_AGG,2026-01-06 12:59:47.800693,113.8,6.9,790.1,6.9,False
ATH_002_AGG,2026-01-07 12:59:47.800693,62.5,7.5,466.8,1.4,False
ATH_002_AGG,2026-01-08 12:59:47.800693,117.8,10.0,1177.8,5.1,False
ATH_002_AGG,2026-01-09 12:59:47.800693,102.9,7.8,802.6,7.4,False
ATH_002_AGG,2026-01-10 12:59:47.800693,121.0,7.6,919.3,4.1,False
ATH_002_AGG,2026-01-11 12:59:47.800693,101.8,6.6,676.0,10.0,False
ATH_002_AGG,2026-01-12 12:59:47.800693,89.5,8.0,717.8,2.7,False
ATH_002_AGG,2026-01-13 12:59:47.800693,102.3,10.0,1022.7,7.3,False
ATH_002_AGG,2026-01-14 12:59:47.800693,81.5,7.3,596.3,1.1,False
ATH_002_AGG,2026-01-15 12:59:47.800693,87.9,5.8,507.6,7.4,False
ATH_002_AGG,2026-01-16 12:59:47.800693,44.1,5.7,250.4,9.7,False
ATH_002_AGG,2026-01-17 12:59:47.800693,64.2,4.3,274.0,4.5,False
ATH_002_AGG,2026-01-18 12:59:47.800693,71.5,6.6,473.5,4.2,False
ATH_002_AGG,2026-01-19 12:59:47.800693,37.0,7.4,272.9,7.2,False
ATH_002_AGG,2026-01-20 12:59:47.800693,144.0,3.9,568.8,5.4,False
ATH_002_AGG,2026-01-21 12:59:47.800693,142.3,8.8,1257.7,5.6,False
ATH_002_AGG,2026-01-22 12:59:47.800693,30.0,8.3,248.7,7.0,False
ATH_002_AGG,2026-01-23 12:59:47.800693,129.3,10.0,1293.0,2.9,False
ATH_002_AGG,2026-01-24 12:59:47.800693,172.1,5.7,974.1,5.9,False
ATH_002_AGG,2026-01-25 12:59:47.800693,52.0,4.9,254.3,4.3,False
ATH_002_AGG,2026-01-26 12:59:47.800693,136.4,4.8,654.9,5.0,False
ATH_002_AGG,2026-01-27 12:59:47.800693,96.9,9.8,953.8,7.9,False
ATH_002_AGG,2026-01-28 12:59:47.800693,110.5,8.1,890.7,6.4,False
ATH_003_INJ,2025-10-01 12:59:47.801192,77.2,10.0,772.2,7.0,True
ATH_003_INJ,2025-10-02 12:59:47.801192,77.3,5.9,453.8,9.7,True
ATH_003_INJ,2025-10-03 12:59:47.801192,105.0,5.2,544.6,3.9,True
ATH_003_INJ,2025-10-04 12:59:47.801192,88.4,7.2,635.6,6.0,True
ATH_003_INJ,2025-10-05 12:59:47.801192,99.9,4.8,482.5,3.4,True
ATH_003_INJ,2025-10-06 12:59:47.801192,62.4,9.2,571.7,7.9,True
ATH_003_INJ,2025-10-07 12:59:47.801192,60.4,6.6,397.4,10.0,True
ATH_003_INJ,2025-10-08 12:59:47.801192,120.0,9.1,1090.9,10.0,True
ATH_003_INJ,2025-10-09 12:59:47.801192,48.9,3.1,150.6,10.0,True
ATH_003_INJ,2025-10-10 12:59:47.801192,0.0,0.0,0.0,0.5,True
ATH_003_INJ,2025-10-11 12:59:47.801192,47.4,6.8,320.3,6.1,True
ATH_003_INJ,2025-10-12 12:59:47.801192,82.6,7.4,607.7,6.1,True
ATH_003_INJ,2025-10-13 12:59:47.801192,0.0,0.0,0.0,0.9,True
ATH_003_INJ,2025-10-14 12:59:47.801192,0.0,0.0,0.0,1.5,True
ATH_003_INJ,2025-10-15 12:59:47.801192,0.0,0.0,0.0,1.3,True
ATH_003_INJ,2025-10-16 12:59:47.801192,82.1,8.6,704.4,8.5,True
ATH_003_INJ,2025-10-17 12:59:47.801192,72.6,6.3,459.7,8.5,True
ATH_003_INJ,2025-10-18 12:59:47.801192,89.4,9.0,808.1,8.1,True
ATH_003_INJ,2025-10-19 12:59:47.801192,30.0,6.3,189.3,8.4,True
ATH_003_INJ,2025-10-20 12:59:47.801192,84.5,5.3,444.2,7.7,True
ATH_003_INJ,2025-10-21 12:59:47.801192,69.8,4.8,334.8,5.0,True
ATH_003_INJ,2025-10-22 12:59:47.801192,71.8,7.1,512.9,10.0,True
ATH_003_INJ,2025-10-23 12:59:47.801192,83.9,4.8,398.9,6.2,True
ATH_003_INJ,2025-10-24 12:59:47.801192,0.0,0.0,0.0,0.1,True
ATH_003_INJ,2025-10-25 12:59:47.801192,60.3,2.2,130.6,3.7,True
ATH_003_INJ,2025-10-26 12:59:47.801192,43.7,1.7,75.9,7.1,True
ATH_003_INJ,2025-10-27 12:59:47.801192,78.7,7.4,581.8,4.6,True
ATH_003_INJ,2025-10-28 12:59:47.801192,29.5,6.8,199.6,5.1,True
ATH_003_INJ,2025-10-29 12:59:47.801192,139.0,8.1,1126.0,6.3,True
ATH_003_INJ,2025-10-30 12:59:47.801192,115.8,10.0,1157.7,6.8,True
ATH_003_INJ,2025-10-31 12:59:47.801192,95.7,8.7,835.6,6.6,True
ATH_003_INJ,2025-11-01 12:59:47.801192,0.0,0.0,0.0,1.0,True
ATH_003_INJ,2025-11-02 12:59:47.801192,64.2,4.3,273.8,6.3,True
ATH_003_INJ,2025-11-03 12:59:47.801192,72.0,6.9,495.0,7.9,True
ATH_003_INJ,2025-11-04 12:59:47.801192,105.5,7.7,808.8,7.8,True
ATH_003_INJ,2025-11-05 12:59:47.801192,51.0,10.0,510.1,10.0,True
ATH_003_INJ,2025-11-06 12:59:47.801192,39.7,5.0,197.9,5.2,True
ATH_003_INJ,2025-11-07 12:59:47.801192,94.3,7.1,673.8,7.4,True
ATH_003_INJ,2025-11-08 12:59:47.801192,87.8,4.9,434.6,3.7,True
ATH_003_INJ,2025-11-09 12:59:47.801192,73.7,5.8,428.9,10.0,True
ATH_003_INJ,2025-11-10 12:59:47.801192,59.9,7.4,445.8,4.0,True
ATH_003_INJ,2025-11-11 12:59:47.801192,0.0,0.0,0.0,1.3,True
ATH_003_INJ,2025-11-12 12:59:47.801192,0.0,0.0,0.0,0.1,True
ATH_003_INJ,2025-11-13 12:59:47.801192,82.5,5.5,450.4,4.3,True
ATH_003_INJ,2025-11-14 12:59:47.801192,69.3,7.2,501.6,8.8,True
ATH_003_INJ,2025-11-15 12:59:47.801192,54.9,4.2,231.0,6.5,True
ATH_003_INJ,2025-11-16 12:59:47.801192,0.0,0.0,0.0,0.3,True
ATH_003_INJ,2025-11-17 12:59:47.801192,30.9,4.4,137.5,7.1,True
ATH_003_INJ,2025-11-18 12:59:47.801192,77.2,3.4,260.5,5.2,True
ATH_003_INJ,2025-11-19 12:59:47.801192,37.8,6.9,259.7,3.2,True
ATH_003_INJ,2025-11-20 12:59:47.801192,0.0,0.0,0.0,1.2,True
ATH_003_INJ,2025-11-21 12:59:47.801192,108.3,3.8,408.6,4.5,True
ATH_003_INJ,2025-11-22 12:59:47.801192,0.0,0.0,0.0,1.1,True
ATH_003_INJ,2025-11-23 12:59:47.801192,54.1,5.1,275.4,4.4,True
ATH_003_INJ,2025-11-24 12:59:47.801192,61.7,3.0,183.7,6.4,True
ATH_003_INJ,2025-11-25 12:59:47.801192,0.0,0.0,0.0,1.7,True
ATH_003_INJ,2025-11-26 12:59:47.801192,30.0,5.4,161.3,8.0,True
ATH_003_INJ,2025-11-27 12:59:47.801192,126.4,10.0,1264.4,8.1,True
ATH_003_INJ,2025-11-28 12:59:47.801192,59.3,7.7,456.8,4.7,True
ATH_003_INJ,2025-11-29 12:59:47.801192,62.2,5.5,345.0,10.0,True
ATH_003_INJ,2025-11-30 12:59:47.801192,0.0,0.0,0.0,1.8,True
ATH_003_INJ,2025-12-01 12:59:47.801192,0.0,0.0,0.0,0.5,True
ATH_003_INJ,2025-12-02 12:59:47.801192,97.1,6.3,615.9,6.0,True
ATH_003_INJ,2025-12-03 12:59:47.801192,154.8,10.0,1548.3,9.1,True
ATH_003_INJ,2025-12-04 12:59:47.801192,0.0,0.0,0.0,1.9,True
ATH_003_INJ,2025-12-05 12:59:47.801192,30.0,6.9,207.0,7.4,True
ATH_003_INJ,2025-12-06 12:59:47.801192,109.2,6.0,655.2,10.0,True
ATH_003_INJ,2025-12-07 12:59:47.801192,99.6,6.7,669.6,6.8,True
ATH_003_INJ,2025-12-08 12:59:47.801192,0.0,0.0,0.0,1.3,True
ATH_003_INJ,2025-12-09 12:59:47.801192,64.9,10.0,649.1,4.9,True
ATH_003_INJ,2025-12-10 12:59:47.801192,0.0,0.0,0.0,1.6,True
ATH_003_INJ,2025-12-11 12:59:47.801192,73.0,8.9,648.7,5.7,True
ATH_003_INJ,2025-12-12 12:59:47.801192,85.7,8.9,760.6,10.0,True
ATH_003_INJ,2025-12-13 12:59:47.801192,0.0,0.0,0.0,0.2,True
ATH_003_INJ,2025-12-14 12:59:47.801192,83.5,6.1,511.3,10.0,True
ATH_003_INJ,2025-12-15 12:59:47.801192,83.8,9.1,765.2,7.7,True
ATH_003_INJ,2025-12-16 12:59:47.801192,107.4,6.5,693.3,5.7,True
ATH_003_INJ,2025-12-17 12:59:47.801192,0.0,0.0,0.0,0.2,True
